"subject" "activity" "variable" "meanValue"
"3764" 8 "LAYING" "Freq_Body_Acceleration_Jerk_Mean_Y" -0.975877437407407
"3765" 8 "LAYING" "Freq_Body_Acceleration_Jerk_Mean_Z" -0.962111136666667
"3766" 8 "LAYING" "Freq_Body_Acceleration_Jerk_StdDev_X" -0.975959911481481
"3767" 8 "LAYING" "Freq_Body_Acceleration_Jerk_StdDev_Y" -0.979170881666667
"3768" 8 "LAYING" "Freq_Body_Acceleration_Jerk_StdDev_Z" -0.968699222962963
"3769" 8 "LAYING" "Freq_Body_Acceleration_Jerk_Mean_q...X" 0.164984298959259
"3770" 8 "LAYING" "Freq_Body_Acceleration_Jerk_Mean_q...Y" 0.00667286421111111
"3771" 8 "LAYING" "Freq_Body_Acceleration_Jerk_Mean_q...Z" 0.120248739635185
"3772" 8 "LAYING" "Freq_Body_Gyro_Mean_X" -0.957903886111111
"3773" 8 "LAYING" "Freq_Body_Gyro_Mean_Y" -0.957411160185185
"3774" 8 "LAYING" "Freq_Body_Gyro_Mean_Z" -0.967461239074074
"3775" 8 "LAYING" "Freq_Body_Gyro_StdDev_X" -0.967846360740741
"3776" 8 "LAYING" "Freq_Body_Gyro_StdDev_Y" -0.950316470925926
"3777" 8 "LAYING" "Freq_Body_Gyro_StdDev_Z" -0.970671966481481
"3778" 8 "LAYING" "Freq_Body_Gyro_Mean_q...X" -0.105590903972222
"3779" 8 "LAYING" "Freq_Body_Gyro_Mean_q...Y" -0.199880205519074
"3780" 8 "LAYING" "Freq_Body_Gyro_Mean_q...Z" 0.213568382200185
"3781" 8 "LAYING" "Freq_Body_Acceleration_Mag_Mean_" -0.932279645518518
"3782" 8 "LAYING" "Freq_Body_Acceleration_Mag_StdDev_" -0.917257979425926
"3783" 8 "LAYING" "Freq_Body_Acceleration_Mag_Mean_q.." 0.0484988463518519
"3784" 8 "LAYING" "Freq_BodyBody_Acceleration_JerkMag_Mean_" -0.961792852407407
"3785" 8 "LAYING" "Freq_BodyBody_Acceleration_JerkMag_StdDev_" -0.963791094259259
"3786" 8 "LAYING" "Freq_BodyBody_Acceleration_JerkMag_Mean_q.." 0.350822601333333
"3787" 8 "LAYING" "Freq_BodyBody_GyroMag_Mean_" -0.944528950555556
"3788" 8 "LAYING" "Freq_BodyBody_GyroMag_StdDev_" -0.93678697
"3789" 8 "LAYING" "Freq_BodyBody_GyroMag_Mean_q.." -0.0620563752462963
"3790" 8 "LAYING" "Freq_BodyBody_GyroJerkMag_Mean_" -0.968403945925926
"3791" 8 "LAYING" "Freq_BodyBody_GyroJerkMag_StdDev_" -0.971793279814815
"3792" 8 "LAYING" "Freq_BodyBody_GyroJerkMag_Mean_q.." 0.219371246142593
"3793" 9 "WALKING" "Time_Body_Acceleration__Mean_X" 0.278502842115385
"3794" 9 "WALKING" "Time_Body_Acceleration__Mean_Y" -0.0180891971284423
"3795" 9 "WALKING" "Time_Body_Acceleration__Mean_Z" -0.110820512307692
"3796" 9 "WALKING" "Time_Body_Acceleration__StdDev_X" -0.238353562692308
"3797" 9 "WALKING" "Time_Body_Acceleration__StdDev_Y" -0.201696960826923
"3798" 9 "WALKING" "Time_Body_Acceleration__StdDev_Z" -0.0579636469030769
"3799" 9 "WALKING" "Time_Gravity_Acceleration__Mean_X" 0.951867079615385
"3800" 9 "WALKING" "Time_Gravity_Acceleration__Mean_Y" -0.0314341738730769
"3801" 9 "WALKING" "Time_Gravity_Acceleration__Mean_Z" -0.115856121080385
"3802" 9 "WALKING" "Time_Gravity_Acceleration__StdDev_X" -0.980971973653846
"3803" 9 "WALKING" "Time_Gravity_Acceleration__StdDev_Y" -0.971242423076923
"3804" 9 "WALKING" "Time_Gravity_Acceleration__StdDev_Z" -0.955523995576923
"3805" 9 "WALKING" "Time_Body_Acceleration_Jerk_Mean_X" 0.0704357270480769
"3806" 9 "WALKING" "Time_Body_Acceleration_Jerk_Mean_Y" 0.0212255910017308
"3807" 9 "WALKING" "Time_Body_Acceleration_Jerk_Mean_Z" 0.00414762740192308
"3808" 9 "WALKING" "Time_Body_Acceleration_Jerk_StdDev_X" -0.206733787961538
"3809" 9 "WALKING" "Time_Body_Acceleration_Jerk_StdDev_Y" -0.276929933846154
"3810" 9 "WALKING" "Time_Body_Acceleration_Jerk_StdDev_Z" -0.409764526153846
"3811" 9 "WALKING" "Time_Body_Gyro_Mean_X" -0.0808360598653846
"3812" 9 "WALKING" "Time_Body_Gyro_Mean_Y" -0.0625598710615385
"3813" 9 "WALKING" "Time_Body_Gyro_Mean_Z" 0.111629779896154
"3814" 9 "WALKING" "Time_Body_Gyro_StdDev_X" -0.476163506730769
"3815" 9 "WALKING" "Time_Body_Gyro_StdDev_Y" -0.467054167884615
"3816" 9 "WALKING" "Time_Body_Gyro_StdDev_Z" -0.265683521346154
"3817" 9 "WALKING" "Time_Body_GyroJerk_Mean_X" -0.0809204094461538
"3818" 9 "WALKING" "Time_Body_GyroJerk_Mean_Y" -0.0356283427038462
"3819" 9 "WALKING" "Time_Body_GyroJerk_Mean_Z" -0.0633406620592308
"3820" 9 "WALKING" "Time_Body_GyroJerk_StdDev_X" -0.526985309038462
"3821" 9 "WALKING" "Time_Body_GyroJerk_StdDev_Y" -0.549200228076923
"3822" 9 "WALKING" "Time_Body_GyroJerk_StdDev_Z" -0.457881494038462
"3823" 9 "WALKING" "Time_Body_Acceleration_Mag_Mean_" -0.0980840496143461
"3824" 9 "WALKING" "Time_Body_Acceleration_Mag_StdDev_" -0.37942877
"3825" 9 "WALKING" "Time_Gravity_Acceleration_Mag_Mean_" -0.0980840496143461
"3826" 9 "WALKING" "Time_Gravity_Acceleration_Mag_StdDev_" -0.37942877
"3827" 9 "WALKING" "Time_Body_Acceleration_JerkMag_Mean_" -0.203733615519231
"3828" 9 "WALKING" "Time_Body_Acceleration_JerkMag_StdDev_" -0.317113487115385
"3829" 9 "WALKING" "Time_Body_GyroMag_Mean_" -0.294542266826923
"3830" 9 "WALKING" "Time_Body_GyroMag_StdDev_" -0.489725811538462
"3831" 9 "WALKING" "Time_Body_GyroJerkMag_Mean_" -0.510253995769231
"3832" 9 "WALKING" "Time_Body_GyroJerkMag_StdDev_" -0.599866472692308
"3833" 9 "WALKING" "Freq_Body_Acceleration__Mean_X" -0.294711163653846
"3834" 9 "WALKING" "Freq_Body_Acceleration__Mean_Y" -0.257677616153846
"3835" 9 "WALKING" "Freq_Body_Acceleration__Mean_Z" -0.250806259788462
"3836" 9 "WALKING" "Freq_Body_Acceleration__StdDev_X" -0.218019977423077
"3837" 9 "WALKING" "Freq_Body_Acceleration__StdDev_Y" -0.223972558596154
"3838" 9 "WALKING" "Freq_Body_Acceleration__StdDev_Z" -0.0337965256573077
"3839" 9 "WALKING" "Freq_Body_Acceleration__Mean_q...X" -0.310727563365385
"3840" 9 "WALKING" "Freq_Body_Acceleration__Mean_q...Y" 0.0213195015442308
"3841" 9 "WALKING" "Freq_Body_Acceleration__Mean_q...Z" 0.0237831761442308
"3842" 9 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_X" -0.314265401346154
"3843" 9 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_Y" -0.367706595
"3844" 9 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_Z" -0.399541245192308
"3845" 9 "WALKING" "Freq_Body_Acceleration_Jerk_StdDev_X" -0.170228340134423
"3846" 9 "WALKING" "Freq_Body_Acceleration_Jerk_StdDev_Y" -0.228380473480769
"3847" 9 "WALKING" "Freq_Body_Acceleration_Jerk_StdDev_Z" -0.419104362884615
"3848" 9 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_q...X" -0.378291493076923
"3849" 9 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_q...Y" -0.389047303846154
"3850" 9 "WALKING" "Freq_Body_Acceleration_Jerk_Mean_q...Z" -0.366570477826923
"3851" 9 "WALKING" "Freq_Body_Gyro_Mean_X" -0.383676120961538
"3852" 9 "WALKING" "Freq_Body_Gyro_Mean_Y" -0.436905860576923
"3853" 9 "WALKING" "Freq_Body_Gyro_Mean_Z" -0.240222512134615
"3854" 9 "WALKING" "Freq_Body_Gyro_StdDev_X" -0.507404512692308
"3855" 9 "WALKING" "Freq_Body_Gyro_StdDev_Y" -0.490990336346154
"3856" 9 "WALKING" "Freq_Body_Gyro_StdDev_Z" -0.342367223269231
"3857" 9 "WALKING" "Freq_Body_Gyro_Mean_q...X" -0.200624503730769
"3858" 9 "WALKING" "Freq_Body_Gyro_Mean_q...Y" 0.0164815831107692
"3859" 9 "WALKING" "Freq_Body_Gyro_Mean_q...Z" -0.152103721057692
"3860" 9 "WALKING" "Freq_Body_Acceleration_Mag_Mean_" -0.318801022711538
"3861" 9 "WALKING" "Freq_Body_Acceleration_Mag_StdDev_" -0.513891953269231
"3862" 9 "WALKING" "Freq_Body_Acceleration_Mag_Mean_q.." 0.161672988528846
"3863" 9 "WALKING" "Freq_BodyBody_Acceleration_JerkMag_Mean_" -0.316870715576923
"3864" 9 "WALKING" "Freq_BodyBody_Acceleration_JerkMag_StdDev_" -0.322337536730769
"3865" 9 "WALKING" "Freq_BodyBody_Acceleration_JerkMag_Mean_q.." 0.159239938555769
"3866" 9 "WALKING" "Freq_BodyBody_GyroMag_Mean_" -0.513797480384615
"3867" 9 "WALKING" "Freq_BodyBody_GyroMag_StdDev_" -0.562714528653846
"3868" 9 "WALKING" "Freq_BodyBody_GyroMag_Mean_q.." 0.127416241121154
"3869" 9 "WALKING" "Freq_BodyBody_GyroJerkMag_Mean_" -0.602581618269231
"3870" 9 "WALKING" "Freq_BodyBody_GyroJerkMag_StdDev_" -0.624351923653846
"3871" 9 "WALKING" "Freq_BodyBody_GyroJerkMag_Mean_q.." 0.243222181771154
"3872" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration__Mean_X" 0.262436475714286
"3873" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration__Mean_Y" -0.0195101099975714
"3874" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration__Mean_Z" -0.125219003959184
"3875" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration__StdDev_X" -0.36144437755102
"3876" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration__StdDev_Y" -0.302206203816327
"3877" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration__StdDev_Z" -0.253434083542857
"3878" 9 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__Mean_X" 0.902647777755102
"3879" 9 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__Mean_Y" -0.0377947824285714
"3880" 9 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__Mean_Z" -0.266009866857143
"3881" 9 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__StdDev_X" -0.954383557142857
"3882" 9 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__StdDev_Y" -0.901317321632653
"3883" 9 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration__StdDev_Z" -0.89407107877551
"3884" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_Mean_X" 0.0692266245755102
"3885" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_Mean_Y" 0.00126612218367347
"3886" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_Mean_Z" 0.00766046602367347
"3887" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_X" -0.335291644693878
"3888" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_Y" -0.586147012244898
"3889" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_Z" -0.647296002040816
"3890" 9 "WALKING_UPSTAIRS" "Time_Body_Gyro_Mean_X" -0.16396719
"3891" 9 "WALKING_UPSTAIRS" "Time_Body_Gyro_Mean_Y" -0.0412587909579592
"3892" 9 "WALKING_UPSTAIRS" "Time_Body_Gyro_Mean_Z" 0.14569462592449
"3893" 9 "WALKING_UPSTAIRS" "Time_Body_Gyro_StdDev_X" -0.343976630734694
"3894" 9 "WALKING_UPSTAIRS" "Time_Body_Gyro_StdDev_Y" -0.400859067959184
"3895" 9 "WALKING_UPSTAIRS" "Time_Body_Gyro_StdDev_Z" -0.138176481058776
"3896" 9 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_Mean_X" -0.0684689593355102
"3897" 9 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_Mean_Y" -0.0302797452408163
"3898" 9 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_Mean_Z" -0.0236327911183673
"3899" 9 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_StdDev_X" -0.660419534285714
"3900" 9 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_StdDev_Y" -0.708604774693878
"3901" 9 "WALKING_UPSTAIRS" "Time_Body_GyroJerk_StdDev_Z" -0.65711420122449
"3902" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Mag_Mean_" -0.260727581428571
"3903" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_Mag_StdDev_" -0.400222037142857
"3904" 9 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration_Mag_Mean_" -0.260727581428571
"3905" 9 "WALKING_UPSTAIRS" "Time_Gravity_Acceleration_Mag_StdDev_" -0.400222037142857
"3906" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_JerkMag_Mean_" -0.440667540204082
"3907" 9 "WALKING_UPSTAIRS" "Time_Body_Acceleration_JerkMag_StdDev_" -0.445485397959184
"3908" 9 "WALKING_UPSTAIRS" "Time_Body_GyroMag_Mean_" -0.0833234490061224
"3909" 9 "WALKING_UPSTAIRS" "Time_Body_GyroMag_StdDev_" -0.425839761428571
"3910" 9 "WALKING_UPSTAIRS" "Time_Body_GyroJerkMag_Mean_" -0.672840561836735
"3911" 9 "WALKING_UPSTAIRS" "Time_Body_GyroJerkMag_StdDev_" -0.748651255510204
"3912" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_X" -0.342735952653061
"3913" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_Y" -0.405022798163265
"3914" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_Z" -0.384710423408163
"3915" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__StdDev_X" -0.369815777346939
"3916" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__StdDev_Y" -0.297641062755102
"3917" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__StdDev_Z" -0.244081808302041
"3918" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_q...X" -0.341219678720408
"3919" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_q...Y" -0.247086151469388
"3920" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration__Mean_q...Z" -0.215203992816327
"3921" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_X" -0.402044750408163
"3922" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_Y" -0.608498592040816
"3923" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_Z" -0.615125710612245
"3924" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_X" -0.327421989591837
"3925" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_Y" -0.590112916530612
"3926" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_Z" -0.677831082857143
"3927" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...X" -0.427211088244898
"3928" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...Y" -0.52927597244898
"3929" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...Z" -0.547022216326531
"3930" 9 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_X" -0.313941631326531
"3931" 9 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_Y" -0.499159202857143
"3932" 9 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_Z" -0.327698671183673
"3933" 9 "WALKING_UPSTAIRS" "Freq_Body_Gyro_StdDev_X" -0.361626377102041
"3934" 9 "WALKING_UPSTAIRS" "Freq_Body_Gyro_StdDev_Y" -0.352033091612245
"3935" 9 "WALKING_UPSTAIRS" "Freq_Body_Gyro_StdDev_Z" -0.165554554220408
"3936" 9 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_q...X" -0.284881768510204
"3937" 9 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_q...Y" -0.414946340204082
"3938" 9 "WALKING_UPSTAIRS" "Freq_Body_Gyro_Mean_q...Z" -0.507490866734694
"3939" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Mag_Mean_" -0.372890348979592
"3940" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Mag_StdDev_" -0.509929461428571
"3941" 9 "WALKING_UPSTAIRS" "Freq_Body_Acceleration_Mag_Mean_q.." -0.00195427494897959
"3942" 9 "WALKING_UPSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_Mean_" -0.419533108571429
"3943" 9 "WALKING_UPSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_StdDev_" -0.484935752040816
"3944" 9 "WALKING_UPSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_Mean_q.." 0.0257597455510204
"3945" 9 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroMag_Mean_" -0.531482693877551
"3946" 9 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroMag_StdDev_" -0.456841325204082
"3947" 9 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroMag_Mean_q.." -0.259962957795918
"3948" 9 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroJerkMag_Mean_" -0.734159449387755
"3949" 9 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroJerkMag_StdDev_" -0.787781590816326
"3950" 9 "WALKING_UPSTAIRS" "Freq_BodyBody_GyroJerkMag_Mean_q.." 0.136001150144898
"3951" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__Mean_X" 0.295923445
"3952" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__Mean_Y" -0.0203994269075476
"3953" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__Mean_Z" -0.0910278793952381
"3954" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__StdDev_X" 0.213392270547619
"3955" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__StdDev_Y" -0.208310705504762
"3956" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration__StdDev_Z" -0.00771530035714285
"3957" 9 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__Mean_X" 0.938417773333333
"3958" 9 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__Mean_Y" -0.0352304645104762
"3959" 9 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__Mean_Z" -0.082276174942619
"3960" 9 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__StdDev_X" -0.952141220714286
"3961" 9 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__StdDev_Y" -0.936306558809524
"3962" 9 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration__StdDev_Z" -0.876641297380952
"3963" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_Mean_X" 0.130193043809524
"3964" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_Mean_Y" -0.0206865965952381
"3965" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_Mean_Z" 0.00262568854761905
"3966" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_X" 0.017623342197619
"3967" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_Y" -0.3094424725
"3968" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Jerk_StdDev_Z" -0.359513362761905
"3969" 9 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_Mean_X" -0.0916383011071429
"3970" 9 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_Mean_Y" -0.0712598843142857
"3971" 9 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_Mean_Z" 0.116804400690476
"3972" 9 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_StdDev_X" -0.396429197952381
"3973" 9 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_StdDev_Y" -0.340765233142857
"3974" 9 "WALKING_DOWNSTAIRS" "Time_Body_Gyro_StdDev_Z" -0.279685150191905
"3975" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_Mean_X" -0.094591202447619
"3976" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_Mean_Y" -0.0597608334619048
"3977" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_Mean_Z" -0.0678080598785714
"3978" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_StdDev_X" -0.509669314047619
"3979" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_StdDev_Y" -0.448602451190476
"3980" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerk_StdDev_Z" -0.417239550952381
"3981" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Mag_Mean_" 0.145886357935714
"3982" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_Mag_StdDev_" 0.265120131365238
"3983" 9 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration_Mag_Mean_" 0.145886357935714
"3984" 9 "WALKING_DOWNSTAIRS" "Time_Gravity_Acceleration_Mag_StdDev_" 0.265120131365238
"3985" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_JerkMag_Mean_" -0.16237608927619
"3986" 9 "WALKING_DOWNSTAIRS" "Time_Body_Acceleration_JerkMag_StdDev_" 0.039907818552381
"3987" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroMag_Mean_" -0.168921400633333
"3988" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroMag_StdDev_" -0.322331464761905
"3989" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerkMag_Mean_" -0.469028434047619
"3990" 9 "WALKING_DOWNSTAIRS" "Time_Body_GyroJerkMag_StdDev_" -0.455855425238095
"3991" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_X" 0.103128506197619
"3992" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_Y" -0.183120455428571
"3993" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_Z" -0.103705822657857
"3994" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__StdDev_X" 0.250488758869048
"3995" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__StdDev_Y" -0.273561385142857
"3996" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__StdDev_Z" -0.0349494927142857
"3997" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_q...X" -0.440633905714286
"3998" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_q...Y" 0.0625058243738095
"3999" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration__Mean_q...Z" -0.0424266601952381
"4000" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_X" -0.0645354342404762
"4001" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_Y" -0.313643041809524
"4002" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_Z" -0.293677789595238
"4003" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_X" 0.00938224337142857
"4004" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_Y" -0.355981821428571
"4005" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_StdDev_Z" -0.425377408333333
"4006" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...X" -0.43402213
"4007" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...Y" -0.232042826333571
"4008" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Jerk_Mean_q...Z" -0.330318261928571
"4009" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_X" -0.325042890904762
"4010" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_Y" -0.312512195452381
"4011" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_Z" -0.250686586719048
"4012" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_StdDev_X" -0.423558773952381
"4013" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_StdDev_Y" -0.364282565714286
"4014" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_StdDev_Z" -0.356561471714286
"4015" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_q...X" -0.165224231566667
"4016" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_q...Y" -0.00351697116904762
"4017" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Gyro_Mean_q...Z" -0.115191992546667
"4018" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Mag_Mean_" 0.222203941
"4019" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Mag_StdDev_" 0.0888671674047619
"4020" 9 "WALKING_DOWNSTAIRS" "Freq_Body_Acceleration_Mag_Mean_q.." -0.0498273898880952
"4021" 9 "WALKING_DOWNSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_Mean_" 0.00716877883571429
"4022" 9 "WALKING_DOWNSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_StdDev_" 0.0705526138333333
"4023" 9 "WALKING_DOWNSTAIRS" "Freq_BodyBody_Acceleration_JerkMag_Mean_q.." -0.0824504599928571
"4024" 9 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroMag_Mean_" -0.347540226666667
"4025" 9 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroMag_StdDev_" -0.424170737142857
"4026" 9 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroMag_Mean_q.." 0.0656782201880952
"4027" 9 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroJerkMag_Mean_" -0.463172053809524
"4028" 9 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroJerkMag_StdDev_" -0.485158906904762
"4029" 9 "WALKING_DOWNSTAIRS" "Freq_BodyBody_GyroJerkMag_Mean_q.." 0.132021014566667
"4030" 9 "SITTING" "Time_Body_Acceleration__Mean_X" 0.24832674354
"4031" 9 "SITTING" "Time_Body_Acceleration__Mean_Y" -0.02701677698
"4032" 9 "SITTING" "Time_Body_Acceleration__Mean_Z" -0.07537846886
"4033" 9 "SITTING" "Time_Body_Acceleration__StdDev_X" -0.9572277914
"4034" 9 "SITTING" "Time_Body_Acceleration__StdDev_Y" -0.875141405
"4035" 9 "SITTING" "Time_Body_Acceleration__StdDev_Z" -0.83200187268
"4036" 9 "SITTING" "Time_Gravity_Acceleration__Mean_X" 0.9163245106
"4037" 9 "SITTING" "Time_Gravity_Acceleration__Mean_Y" -0.0414258228938
"4038" 9 "SITTING" "Time_Gravity_Acceleration__Mean_Z" 0.085263099144
